head,relation,tail
author::LsydBAMAAAAJ,writes,paper::2646
paper::2646,has topic,topic::24
paper::2646,published in,journal::Jurnal Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2647
paper::2647,has topic,topic::14
paper::2647,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2648
paper::2648,has topic,topic::4
paper::2648,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2649
paper::2649,has topic,topic::17
paper::2649,published in,journal::JURNAL TEKNIK ELEKTRO
author::LsydBAMAAAAJ,writes,paper::2650
paper::2650,has topic,topic::58
paper::2650,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2651
author::YADiqesAAAAJ,writes,paper::2651
paper::2651,has topic,topic::52
paper::2651,published in,journal::Seminar Nasional Hasil Penelitian dan Pengabdian Kepada Masyarakat Unesa
author::LsydBAMAAAAJ,writes,paper::2652
author::wlGfsB0AAAAJ,writes,paper::2652
paper::2652,has topic,topic::58
paper::2652,published in,journal::Seminar Nasional Hasil Penelitian dan Pengabidan Kepada Masyarakat 1
author::LsydBAMAAAAJ,writes,paper::2653
paper::2653,has topic,topic::11
paper::2653,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2654
paper::2654,has topic,topic::4
paper::2654,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2655
paper::2655,has topic,topic::23
paper::2655,published in,journal::Jurnal Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2656
paper::2656,has topic,topic::4
paper::2656,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2657
paper::2657,has topic,topic::14
paper::2657,published in,journal::Jurnal Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2658
paper::2658,has topic,topic::41
paper::2658,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2659
author::hn5jrnAAAAAJ,writes,paper::2659
paper::2659,has topic,topic::39
paper::2659,published in,journal::The  International Convention of Indonesian Association of Technological
author::LsydBAMAAAAJ,writes,paper::2660
paper::2660,has topic,topic::58
paper::2660,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2661
paper::2661,has topic,topic::45
paper::2661,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2662
paper::2662,has topic,topic::39
paper::2662,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2663
paper::2663,has topic,topic::31
paper::2663,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2664
paper::2664,has topic,topic::41
paper::2664,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2665
paper::2665,has topic,topic::41
paper::2665,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2666
paper::2666,has topic,topic::52
paper::2666,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2667
paper::2667,has topic,topic::39
paper::2667,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2668
paper::2668,has topic,topic::44
paper::2668,published in,journal::Jurnal Pendidikan Elektro
author::LsydBAMAAAAJ,writes,paper::2669
author::9BWyE0UAAAAJ,writes,paper::2669
paper::2669,has topic,topic::3
paper::2669,published in,journal::The  International Conference on Vocational Education and Electrical
author::LsydBAMAAAAJ,writes,paper::2670
paper::2670,has topic,topic::11
paper::2670,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2671
paper::2671,has topic,topic::52
paper::2671,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2672
paper::2672,has topic,topic::45
paper::2672,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2673
paper::2673,has topic,topic::9
paper::2673,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2674
paper::2674,has topic,topic::33
paper::2674,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2675
paper::2675,has topic,topic::23
paper::2675,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2676
paper::2676,has topic,topic::53
paper::2676,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2677
paper::2677,has topic,topic::30
paper::2677,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2678
paper::2678,has topic,topic::45
paper::2678,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2679
paper::2679,has topic,topic::4
paper::2679,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2680
paper::2680,has topic,topic::45
paper::2680,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2681
paper::2681,has topic,topic::3
paper::2681,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2682
paper::2682,has topic,topic::52
paper::2682,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2683
paper::2683,has topic,topic::58
paper::2683,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2684
paper::2684,has topic,topic::31
paper::2684,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2685
paper::2685,has topic,topic::41
paper::2685,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2686
paper::2686,has topic,topic::39
paper::2686,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2687
paper::2687,has topic,topic::45
paper::2687,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2688
paper::2688,has topic,topic::53
paper::2688,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2689
paper::2689,has topic,topic::11
paper::2689,published in,journal::proceedingfptk
author::LsydBAMAAAAJ,writes,paper::2690
paper::2690,has topic,topic::4
paper::2690,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2691
paper::2691,has topic,topic::58
paper::2691,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2692
paper::2692,has topic,topic::45
paper::2692,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2693
paper::2693,has topic,topic::58
paper::2693,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2694
paper::2694,has topic,topic::52
paper::2694,published in,journal::J Pendidik Tek Elektro
author::LsydBAMAAAAJ,writes,paper::2695
paper::2695,has topic,topic::11
paper::2695,published in,journal::Jurnal Pendidikan Teknik Elektro
author::LsydBAMAAAAJ,writes,paper::2696
paper::2696,has topic,topic::45
paper::2696,published in,journal::Jurnal. Surabaya: Universitas Negeri Surabaya
author::LsydBAMAAAAJ,writes,paper::2697
author::9BWyE0UAAAAJ,writes,paper::2697
paper::2697,has topic,topic::3
paper::2697,published in,"journal::Seminar Nasional Hasil Penelitian dan Pengabidan Kepada Masyarakat 2016 1 …, 0"
author::p1pK7E4AAAAJ,writes,paper::2698
author::L6O1lvkAAAAJ,writes,paper::2698
paper::2698,has topic,topic::53
paper::2698,published in,journal::Scientica: Jurnal Ilmiah Sains dan Teknologi
author::p1pK7E4AAAAJ,writes,paper::2699
paper::2699,has topic,topic::8
paper::2699,published in,journal::Electrician: Jurnal Rekayasa dan Teknologi Elektro
author::p1pK7E4AAAAJ,writes,paper::2700
paper::2700,has topic,topic::55
paper::2700,published in,journal::JURPIKAT (Jurnal Pengabdian Kepada Masyarakat)
author::p1pK7E4AAAAJ,writes,paper::2701
author::L6O1lvkAAAAJ,writes,paper::2701
paper::2701,has topic,topic::34
paper::2701,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2702
author::L6O1lvkAAAAJ,writes,paper::2702
paper::2702,has topic,topic::24
paper::2702,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2703
paper::2703,has topic,topic::11
paper::2703,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2704
author::L6O1lvkAAAAJ,writes,paper::2704
paper::2704,has topic,topic::24
paper::2704,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2705
paper::2705,has topic,topic::20
paper::2705,published in,"journal::Jurnal Ecotipe (Electronic, Control, Telecommunication, Information, and"
author::p1pK7E4AAAAJ,writes,paper::2706
paper::2706,has topic,topic::58
paper::2706,published in,journal::Electrician: Jurnal Rekayasa dan Teknologi Elektro
author::p1pK7E4AAAAJ,writes,paper::2707
paper::2707,has topic,topic::3
paper::2707,published in,journal::Jurnal Eduscience
author::p1pK7E4AAAAJ,writes,paper::2708
author::L6O1lvkAAAAJ,writes,paper::2708
paper::2708,has topic,topic::3
paper::2708,published in,journal::Edukasi: Jurnal Pendidikan dan Pengajara
author::p1pK7E4AAAAJ,writes,paper::2709
paper::2709,has topic,topic::53
paper::2709,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2710
author::L6O1lvkAAAAJ,writes,paper::2710
author::TB0QfMoAAAAJ,writes,paper::2710
paper::2710,has topic,topic::24
paper::2710,published in,journal::Journal of Telecommunication Electronics and Control Engineering (JTECE) 7
author::p1pK7E4AAAAJ,writes,paper::2711
paper::2711,has topic,topic::39
paper::2711,published in,journal::Tarbiyah Wa Ta’lim: Jurnal Penelitian Pendidikan dan Pembelajara
author::p1pK7E4AAAAJ,writes,paper::2712
paper::2712,has topic,topic::23
paper::2712,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2713
paper::2713,has topic,topic::24
paper::2713,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2714
paper::2714,has topic,topic::23
paper::2714,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2715
paper::2715,has topic,topic::3
paper::2715,published in,journal::Edukasi: Jurnal Pendidikan dan Pengajara
author::p1pK7E4AAAAJ,writes,paper::2716
paper::2716,has topic,topic::39
paper::2716,published in,journal::JIIP-Jurnal Ilmiah Ilmu Pendidika
author::p1pK7E4AAAAJ,writes,paper::2717
paper::2717,has topic,topic::23
paper::2717,published in,journal::Jurnal Ilmiah Wahana Pendidika
author::p1pK7E4AAAAJ,writes,paper::2718
paper::2718,has topic,topic::24
paper::2718,published in,journal::Jurnal Ilmiah Wahana Pendidika
author::p1pK7E4AAAAJ,writes,paper::2719
paper::2719,has topic,topic::45
paper::2719,published in,journal::Jurnal Pendidikan Madrasah
author::p1pK7E4AAAAJ,writes,paper::2720
paper::2720,has topic,topic::45
paper::2720,published in,journal::Jurnal Pendidikan Madrasah
author::p1pK7E4AAAAJ,writes,paper::2721
author::nbtuM4IAAAAJ,writes,paper::2721
paper::2721,has topic,topic::44
paper::2721,published in,journal::JIIP-Jurnal Ilmiah Ilmu Pendidika
author::p1pK7E4AAAAJ,writes,paper::2722
paper::2722,has topic,topic::11
paper::2722,published in,journal::Jurnal Pendidikan Teknologi dan Kejurua
author::p1pK7E4AAAAJ,writes,paper::2723
paper::2723,has topic,topic::24
paper::2723,published in,journal::Journal of Telecommunication Electronics and Control Engineering (JTECE) 6
author::p1pK7E4AAAAJ,writes,paper::2724
author::WdhKN0sAAAAJ,writes,paper::2724
paper::2724,has topic,topic::23
paper::2724,published in,journal::Journal of Mechanical and Energi Systems
author::p1pK7E4AAAAJ,writes,paper::2725
author::RES4QIQAAAAJ,writes,paper::2725
paper::2725,has topic,topic::39
paper::2725,published in,journal::Vocational Education International Conference (VEIC-5)
author::p1pK7E4AAAAJ,writes,paper::2726
paper::2726,has topic,topic::24
paper::2726,published in,"journal::Telekontran: Jurnal Ilmiah Telekomunikasi, Kendali dan Elektronika Terapan"
author::p1pK7E4AAAAJ,writes,paper::2727
paper::2727,has topic,topic::44
paper::2727,published in,journal::Jurnal Elektronika dan Teknik Informatika Terapa
author::p1pK7E4AAAAJ,writes,paper::2728
paper::2728,has topic,topic::23
paper::2728,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2729
paper::2729,has topic,topic::23
paper::2729,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2730
paper::2730,has topic,topic::44
paper::2730,published in,journal::Journal of Vocational and Technical Education (JVTE)
author::p1pK7E4AAAAJ,writes,paper::2731
paper::2731,has topic,topic::24
paper::2731,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2732
author::JsEkeOsAAAAJ,writes,paper::2732
paper::2732,has topic,topic::45
paper::2732,published in,journal::Jurnal Pendidikan Sosial dan Humaniora
author::p1pK7E4AAAAJ,writes,paper::2733
paper::2733,has topic,topic::44
paper::2733,published in,journal::Journal of Vocational and Technical Education (JVTE)
author::p1pK7E4AAAAJ,writes,paper::2734
paper::2734,has topic,topic::24
paper::2734,published in,journal::Journal of Telecommunication Electronics and Control Engineering (JTECE) 5
author::p1pK7E4AAAAJ,writes,paper::2735
paper::2735,has topic,topic::32
paper::2735,published in,journal::JP (Jurnal Pendidikan): teori dan praktik
author::p1pK7E4AAAAJ,writes,paper::2736
author::RES4QIQAAAAJ,writes,paper::2736
author::LsydBAMAAAAJ,writes,paper::2736
paper::2736,has topic,topic::24
paper::2736,published in,journal::ACEIVE 2022: Proceedings of the  Annual Conference of Engineering and
author::p1pK7E4AAAAJ,writes,paper::2737
paper::2737,has topic,topic::23
paper::2737,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2738
author::RES4QIQAAAAJ,writes,paper::2738
author::hjllQ9gAAAAJ,writes,paper::2738
paper::2738,has topic,topic::3
paper::2738,published in,journal::Proceedings of Vocational Engineering International Conference
author::p1pK7E4AAAAJ,writes,paper::2739
paper::2739,has topic,topic::24
paper::2739,published in,journal::Transformasi dan Inovasi: Jurnal Pengabdian Masyarakat
author::p1pK7E4AAAAJ,writes,paper::2740
author::hjllQ9gAAAAJ,writes,paper::2740
paper::2740,has topic,topic::24
paper::2740,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2741
author::9BWyE0UAAAAJ,writes,paper::2741
paper::2741,has topic,topic::24
paper::2741,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2742
paper::2742,has topic,topic::23
paper::2742,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2743
author::pb3-UjwAAAAJ,writes,paper::2743
paper::2743,has topic,topic::23
paper::2743,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2744
author::hjllQ9gAAAAJ,writes,paper::2744
paper::2744,has topic,topic::24
paper::2744,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2745
author::hjllQ9gAAAAJ,writes,paper::2745
author::Tp_X_bYAAAAJ,writes,paper::2745
paper::2745,has topic,topic::23
paper::2745,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2746
author::L6O1lvkAAAAJ,writes,paper::2746
paper::2746,has topic,topic::53
paper::2746,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2747
author::L6O1lvkAAAAJ,writes,paper::2747
paper::2747,has topic,topic::44
paper::2747,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2748
paper::2748,has topic,topic::56
paper::2748,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2749
paper::2749,has topic,topic::3
paper::2749,published in,journal::Jurnal Pendidikan Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2750
author::S6IJ51cAAAAJ,writes,paper::2750
paper::2750,has topic,topic::11
paper::2750,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2751
paper::2751,has topic,topic::23
paper::2751,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2752
author::hjllQ9gAAAAJ,writes,paper::2752
paper::2752,has topic,topic::24
paper::2752,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2753
author::6f4j4TYAAAAJ,writes,paper::2753
paper::2753,has topic,topic::23
paper::2753,published in,journal::Jurnal Teknik Elektro
author::p1pK7E4AAAAJ,writes,paper::2754
author::lmlBHlsAAAAJ,writes,paper::2754
paper::2754,has topic,topic::58
paper::2754,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2755
author::S6IJ51cAAAAJ,writes,paper::2755
paper::2755,has topic,topic::58
paper::2755,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2756
author::6f4j4TYAAAAJ,writes,paper::2756
author::aW1lSOYAAAAJ,writes,paper::2756
paper::2756,has topic,topic::15
paper::2756,published in,journal::JURNAL TEKNIK ELEKTRO
author::p1pK7E4AAAAJ,writes,paper::2757
author::lmlBHlsAAAAJ,writes,paper::2757
author::j8HRV1wAAAAJ,writes,paper::2757
author::aW1lSOYAAAAJ,writes,paper::2757
paper::2757,has topic,topic::20
paper::2757,published in,journal::International Journal of Intelligent Engineering & Systems
author::p1pK7E4AAAAJ,writes,paper::2758
paper::2758,has topic,topic::23
paper::2758,published in,journal::Indonesian Journal of Engineering and Technology (INAJET)
